date,id,ref
2025-06-26,2436,48.9
2025-06-26,2478,41.33
2025-06-26,2486,79.79
2025-06-26,2941,53.6
2025-06-26,2949,83.5
2025-06-26,3005,114.51
2025-06-26,3515,238.69
2025-06-26,3529,2408
2025-06-26,3557,46.09
2025-06-26,4164,45.94
2025-06-26,4747,61.65
2025-06-26,5016,25.5
2025-06-26,5209,114.17
2025-06-26,5312,143
2025-06-26,5522,62.7
2025-06-26,5533,16.75
2025-06-26,6134,19.6
2025-06-26,6195,28.1
2025-06-26,6288,19.65
2025-06-26,6579,121.85
2025-06-26,6592,68.5
2025-06-26,6771,56.4
2025-06-26,6890,291
2025-06-26,6924,68.3
2025-06-26,7709,40.4
2025-06-26,7728,271.47
2025-06-26,8155,120.2
2025-06-26,8210,497.5
2025-06-26,8279,128.5
2025-06-26,8415,32.6
2025-06-27,1521,25.15
2025-06-27,2032,13.77
2025-06-27,2328,40.2
2025-06-27,2641,19.46
2025-06-27,2850,95.85
2025-06-27,2851,23.4
2025-06-27,2916,45.9
2025-06-27,3040,62.5
2025-06-27,3213,98.5
2025-06-27,3580,68
2025-06-27,3669,32.2
2025-06-27,4555,35.5
2025-06-27,4755,112
2025-06-27,5009,36.2
2025-06-27,6414,292.3
2025-06-27,6477,29.25
2025-06-27,6613,160
2025-06-27,6615,33.85
2025-06-27,6667,212.95
2025-06-27,6672,71.35
2025-06-27,6789,227
2025-06-27,7631,118.3
2025-06-27,8088,34.3
2025-06-27,8114,288.23
2025-06-27,8150,26.67
2025-06-27,8240,29.95
2025-06-27,8349,51.1
2025-06-30,1234,40.2
2025-06-30,1731,22
2025-06-30,1817,40.3
2025-06-30,2382,272.5
2025-06-30,2820,14.82
2025-06-30,2882,64.4
2025-06-30,2883,15.24
2025-06-30,3036,127.5
2025-06-30,3265,95.9
2025-06-30,3416,133
2025-06-30,3583,349.5
2025-06-30,3684,40.65
2025-06-30,4116,40.1
2025-06-30,4763,88.5
2025-06-30,5306,93.53
2025-06-30,6585,112.07
2025-06-30,6655,124
2025-06-30,6761,91.37
2025-06-30,7718,46.6
2025-06-30,7736,99.98
2025-06-30,8034,18.2
2025-06-30,8081,221
2025-06-30,8342,76.5
2025-06-30,8462,125.29
2025-06-30,8476,21.42
2025-07-01,1326,22.4
2025-07-01,1725,29
2025-07-01,2030,14.28
2025-07-01,2103,17.32
2025-07-01,2230,102.5
2025-07-01,2312,19.65
2025-07-01,2881,83.05
2025-07-01,2885,32.6
2025-07-01,4119,63.2
2025-07-01,4961,205.63
2025-07-01,5230,20.29
2025-07-01,5285,46.05
2025-07-01,5315,21.15
2025-07-01,5434,262.51
2025-07-01,5474,161.5
2025-07-01,5876,44.6
2025-07-01,6292,48.8
2025-07-01,6469,147.2
2025-07-01,6643,523
2025-07-01,6754,59
2025-07-01,6856,52.7
2025-07-01,6913,126.62
2025-07-01,8048,38.4
2025-07-01,8299,491.04
2025-07-01,8926,42.55
2025-07-01,8941,56
2025-07-02,1101,25.15
2025-07-02,1530,28.91
2025-07-02,1810,14.76
2025-07-02,2207,564
2025-07-02,2317,159.7
2025-07-02,2354,63.6
2025-07-02,2611,18.46
2025-07-02,3093,26.57
2025-07-02,3338,50.68
2025-07-02,3711,140.2
2025-07-02,4706,27.45
2025-07-02,4977,88.54
2025-07-02,5356,27
2025-07-02,6121,363.1
2025-07-02,6174,19.25
2025-07-02,6285,114.19
